,i,itr,dvfs,rate,policy,nwindows,CheckpointInterval,CheckpointMode,pkg_watts_avg,pkg_watts_std,ram_watts_avg,ram_watts_std,SinknumRecordsInPerSecond_avg,SinknumRecordsInPerSecond_std,SinknumRecordsOutPerSecond_avg,SinknumRecordsOutPerSecond_std,SinkbusyTimeMsPerSecond_avg,SinkbusyTimeMsPerSecond_std,SinkbackPressuredTimeMsPerSecond_avg,SinkbackPressuredTimeMsPerSecond_std,SinkbusyTime_%,SinkbackPressuredTime_%,SourcenumRecordsInPerSecond_avg,SourcenumRecordsInPerSecond_std,SourcenumRecordsOutPerSecond_avg,SourcenumRecordsOutPerSecond_std,SourcebusyTimeMsPerSecond_avg,SourcebusyTimeMsPerSecond_std,SourcebackPressuredTimeMsPerSecond_avg,SourcebackPressuredTimeMsPerSecond_std,SourcebusyTime_%,SourcebackPressuredTime_%,WindownumRecordsInPerSecond_avg,WindownumRecordsInPerSecond_std,WindownumRecordsOutPerSecond_avg,WindownumRecordsOutPerSecond_std,WindowbusyTimeMsPerSecond_avg,WindowbusyTimeMsPerSecond_std,WindowbackPressuredTimeMsPerSecond_avg,WindowbackPressuredTimeMsPerSecond_std,WindowbusyTime_%,WindowbackPressuredTime_%,Windowlength
0,0,1,1,2000,ondemand,4,5000,exactly_once,52.43,6.94,15.94,0.91,305.1103515625,157.42853511315772,0.0,0.0,1.7018229166666665,1.3225865042708673,0.0,0.0,0.17018229166666665,0.0,0.0,0.0,1963.7681159420288,173.45955367515683,0.0,0.0,0.0,0.0,0.0,0.0,485.98107638888894,82.12740459035453,1130.9532118055558,445.363034373168,424.1677989130435,174.35626421083754,0.0,0.0,42.416779891304344,0.0,60
1,0,1,1,2000,ondemand,8,5000,exactly_once,49.36,6.73,15.26,0.95,256.0784123563218,115.83665565981369,0.0,0.0,1.5301724137931034,0.5997533523220047,0.0,0.0,0.15301724137931028,0.0,0.0,0.0,1998.7654320987656,6.295085819250338,0.0,0.0,0.0,0.0,0.0,0.0,245.1851293103448,50.34108144566484,512.117025862069,231.81504277181477,213.36591748768473,123.41071260416784,0.0,0.0,21.336591748768473,0.0,60
2,0,1,1,2000,ondemand,12,5000,exactly_once,47.34,7.72,15.21,1.17,338.91278935185187,35.92830893359651,0.0,0.0,1.6354166666666667,0.5624580399878508,0.0,0.0,0.1635416666666666,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.7682098765432,35.6034222703497,451.96527777777777,48.00138922805338,145.06617647058823,92.04075492887996,0.0,0.0,14.506617647058825,0.0,60
3,0,1,1,2000,ondemand,16,5000,exactly_once,46.47,7.55,14.97,1.16,338.90804398148146,35.96825583763432,0.0,0.0,1.1145833333333333,0.5183536541993548,0.0,0.0,0.1114583333333333,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.6061887254902,30.910746487033215,338.90613425925926,35.96686185966705,108.35600490196079,78.07988142578981,0.0,0.0,10.835600490196079,0.0,60
4,0,1,1,4000,ondemand,4,5000,exactly_once,67.83,3.78,16.7,0.18,628.4536458333333,191.84543681120533,0.0,0.0,1.977864583333333,0.7266873850232465,0.0,0.0,0.1977864583333333,0.0,0.0,0.0,3788.98152173913,261.3743854833805,0.0,0.0,151.19565217391303,276.63125822035124,0.0,15.119565217391305,928.0765347960993,131.44604944424918,2484.3679687500003,743.1821378676706,837.3034420289855,193.37890291776503,0.0,0.0,83.73034420289855,0.0,60
5,0,1,1,4000,ondemand,8,5000,exactly_once,65.36,5.58,16.64,0.48,727.3796296296298,3.598819986209528,0.0,0.0,1.7430555555555558,0.6011609061001777,0.0,0.0,0.1743055555555555,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.27984749455334,73.85599506755379,1454.5070601851853,23.0725723869976,427.64256535947715,181.3800439108225,0.0,0.0,42.76425653594771,0.0,60
6,0,1,1,4000,ondemand,12,5000,exactly_once,62.74,5.89,16.39,0.7,727.1430555555557,3.266880484517416,0.0,0.0,2.048611111111111,0.5113614213560314,0.0,0.0,0.2048611111111111,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.2219135802469,61.19793070822845,969.3887345679012,15.029279685891227,279.8055555555556,141.1661019970424,0.0,0.0,27.980555555555558,0.0,60
7,0,1,1,4000,ondemand,16,5000,exactly_once,61.81,7.26,16.29,0.85,727.4800925925927,12.461331130807217,0.0,0.0,1.3645833333333333,0.453395775711787,0.0,0.0,0.1364583333333333,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.01157407407408,53.461901620870265,727.4449074074074,12.476477490388273,215.2718545751634,112.72268596575174,0.0,0.0,21.52718545751634,0.0,60
8,0,1,1,6000,ondemand,4,5000,exactly_once,69.02,5.0,17.03,0.15,652.8590711805555,179.28048623297138,0.0,0.0,2.462239583333333,1.0090067785599253,0.0,0.0,0.2462239583333333,0.0,0.0,0.0,3854.4427536231874,360.7644606368552,0.0,0.0,930.9130434782608,71.76677991545178,0.0,93.09130434782608,949.7388020833333,146.96449895603308,2533.648524305556,669.1772593067594,854.4363918439717,228.24277842520343,0.0,0.0,85.44363918439716,0.0,60
9,0,1,1,6000,ondemand,8,5000,exactly_once,78.7,4.38,17.08,0.15,1086.0660300925924,7.223315311968065,0.0,0.0,2.3888888888888893,0.6449929196439088,0.0,0.0,0.23888888888888887,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,15.058823529411764,45.93790001120476,0.0,1.5058823529411764,749.9447916666667,79.32310938434551,2172.43275462963,49.208153237843675,762.7222222222222,198.4660981840351,0.0,0.0,76.27222222222221,0.0,60
10,0,1,1,6000,ondemand,12,5000,exactly_once,73.96,5.05,17.01,0.23,1090.2465277777778,4.030051974980028,0.0,0.0,2.53125,0.6577527662942777,0.0,0.0,0.25312499999999993,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0463734567902,62.43033994863896,1453.547762345679,28.397567647796617,438.8611111111111,174.2880692946549,0.0,0.0,43.88611111111112,0.0,60
11,0,1,1,6000,ondemand,16,5000,exactly_once,73.33,5.18,16.82,0.37,1090.770775462963,21.114350408769972,0.0,0.0,1.5868055555555558,0.47880249912730627,0.0,0.0,0.1586805555555555,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.73715277777774,54.29594832786309,1089.4390625,22.99991698144485,341.31597222222223,149.5904823179117,0.0,0.0,34.131597222222226,0.0,60
0,0,1,1,2000,ondemand,4,10000,exactly_once,56.06,6.29,16.06,0.71,280.38109809027776,108.56509263571766,0.0,0.0,1.5611979166666665,0.9316210509795517,0.0,0.0,0.15611979166666662,0.0,0.0,0.0,1968.840579710145,142.68003694511404,0.0,0.0,0.0,0.0,0.0,0.0,490.2955868087676,81.32779045745995,1122.2031988770686,435.5556714737795,479.95629528985506,212.89367063530233,0.0,0.0,47.9956295289855,0.0,60
1,0,1,1,2000,ondemand,8,10000,exactly_once,48.06,6.9,15.17,1.06,154.773046875,153.96070141089078,0.0,0.0,282.29947916666663,362.7841333868729,0.0,0.0,28.229947916666667,0.0,0.0,0.0,1195.7446808510638,953.322348329227,0.0,0.0,0.0,0.0,0.0,0.0,150.71414930555557,124.82320413550568,309.48641493055555,307.927591833134,364.71614583333337,298.1359510962632,0.0,0.0,36.471614583333334,0.0,60
2,0,1,1,2000,ondemand,12,10000,exactly_once,45.53,7.57,14.85,1.16,338.84270833333335,35.91718411338054,0.0,0.0,1.75,0.6680294945888555,0.0,0.0,0.17499999999999996,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.68155864197533,35.54902753391419,451.7073302469136,48.18336718963986,132.84150326797385,88.46871382992845,0.0,0.0,13.284150326797386,0.0,60
3,0,1,1,2000,ondemand,16,10000,exactly_once,45.17,8.21,14.71,1.2,338.8232060185185,36.10477573972681,0.0,0.0,1.0625,0.41514681930133485,0.0,0.0,0.10624999999999997,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.93344907407406,31.26893855883982,338.80839120370365,36.06446322621972,106.38725490196079,75.4981102754771,0.0,0.0,10.63872549019608,0.0,60
4,0,1,1,4000,ondemand,4,10000,exactly_once,65.08,6.36,17.08,0.15,569.9110894097223,173.12774593083918,0.0,0.0,2.477864583333333,1.4646347774627422,0.0,0.0,0.2477864583333333,0.0,0.0,0.0,3365.419565217391,383.1132366770983,0.0,0.0,391.1521739130435,395.5498081862052,0.0,39.11521739130436,833.2848580917874,126.9605650502501,2226.569157608696,637.2245752261812,798.237685013876,242.35160861644235,0.0,0.0,79.8237685013876,0.0,60
5,0,1,1,4000,ondemand,8,10000,exactly_once,66.2,5.08,16.88,0.41,725.8156250000001,3.717451852131989,0.0,0.0,2.079861111111111,0.6297879715187104,0.0,0.0,0.2079861111111111,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0391203703704,73.94349189683743,1451.9550925925926,27.295238236620676,459.99918300653593,173.73146292677905,0.0,0.0,45.99991830065359,0.0,60
6,0,1,1,4000,ondemand,12,10000,exactly_once,63.06,5.67,16.31,0.69,723.4322337962963,3.366692925094145,0.0,0.0,2.0243055555555554,0.897663341777546,0.0,0.0,0.2024305555555555,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.00910493827155,60.99790478705189,967.6391975308642,16.08581456359816,281.162037037037,137.16148504913704,0.0,0.0,28.116203703703704,0.0,60
7,0,1,1,4000,ondemand,16,10000,exactly_once,60.43,7.32,16.34,0.9,722.7913194444444,13.796872660292502,0.0,0.0,1.34375,0.5647293193577408,0.0,0.0,0.13437499999999997,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.95653935185186,53.188655914668686,723.741898148148,12.920027321131066,213.74468954248366,111.88010892784764,0.0,0.0,21.374468954248368,0.0,60
8,0,1,1,6000,ondemand,4,10000,exactly_once,65.44,6.63,16.82,0.2,559.4148871527777,161.09435753435042,0.0,0.0,2.39453125,1.1388477128298038,0.0,0.0,0.23945312499999996,0.0,0.0,0.0,3229.2913043478266,528.0969176364687,0.0,0.0,943.608695652174,87.68507836492986,0.0,94.3608695652174,818.9507332299054,153.36309513324525,2144.068881131797,529.2390544943917,771.5909796099291,272.7404785427853,0.0,0.0,77.15909796099291,0.0,60
9,0,1,1,6000,ondemand,8,10000,exactly_once,75.37,3.84,17.15,0.13,949.3081597222224,271.3689589166765,0.0,0.0,3.183333333333333,0.8747972009012919,0.0,0.0,0.31833333333333325,0.0,0.0,0.0,5921.428571428572,389.4658822918738,0.0,0.0,0.2857142857142857,1.4846149779161808,0.0,0.0285714285714285,721.1483333333333,125.93895092887058,1899.0372222222222,543.6066754697838,655.0014880952381,205.31049181117416,0.0,0.0,65.50014880952381,0.0,60
10,0,1,1,6000,ondemand,12,10000,exactly_once,73.87,4.42,-529.02,5957.6,1086.8269675925926,7.236626618068497,0.0,0.0,2.791666666666667,0.7136967151679245,0.0,0.0,0.2791666666666667,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.67253086419754,62.97896223999962,1454.937885802469,30.049640746682027,435.39569716775605,179.8262381988579,0.0,0.0,43.53956971677561,0.0,60
11,0,1,1,6000,ondemand,16,10000,exactly_once,72.27,5.25,16.59,0.4,1090.9130208333333,23.56352643168687,0.0,0.0,1.6770833333333333,0.48467458216806936,0.0,0.0,0.1677083333333333,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.4041087962963,54.227814116435795,1091.264988425926,23.749208779377888,324.530841503268,152.463327664331,0.0,0.0,32.4530841503268,0.0,60
0,0,1,1,2000,ondemand,4,15000,exactly_once,53.23,6.1,15.97,0.83,299.8572699652778,143.82288337298667,0.0,0.0,1.7239583333333335,1.0914879682881367,0.0,0.0,0.1723958333333333,0.0,0.0,0.0,1953.6231884057968,186.17407324666445,0.0,0.0,0.0,0.0,0.0,0.0,485.9028645833333,84.68582727835461,1142.4723958333334,465.06893015906104,457.94481382978717,193.0352404005417,0.0,0.0,45.794481382978724,0.0,60
1,0,1,1,2000,ondemand,8,15000,exactly_once,48.05,7.23,15.16,1.03,256.2466954022989,115.8024345548945,0.0,0.0,1.668103448275862,0.5827070093079063,0.0,0.0,0.16681034482758617,0.0,0.0,0.0,1982.716049382716,88.13120146950494,0.0,0.0,0.0,0.0,0.0,0.0,244.2694683908046,52.3458764626011,512.6383620689655,231.76710925531063,213.3405172413793,114.3306288362742,0.0,0.0,21.334051724137932,0.0,60
2,0,1,1,2000,ondemand,12,15000,exactly_once,45.45,7.31,14.79,1.09,338.7243055555556,35.83030810736953,0.0,0.0,1.3819444444444444,0.5726787565864981,0.0,0.0,0.13819444444444443,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.68881172839508,35.57963632133912,451.6199845679012,48.042501680378535,139.48148148148147,93.65477752900237,0.0,0.0,13.948148148148148,0.0,60
3,0,1,1,2000,ondemand,16,15000,exactly_once,45.74,8.11,14.78,1.26,338.8329861111111,36.09934019723888,0.0,0.0,0.9722222222222222,0.32578000198467794,0.0,0.0,0.09722222222222218,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.96319444444444,31.377348670147608,338.8462384259259,36.09966357167787,113.88153594771242,79.19184765710023,0.0,0.0,11.388153594771241,0.0,60
4,0,1,1,4000,ondemand,4,15000,exactly_once,66.66,4.28,17.01,0.16,623.0336588541667,221.10549790721382,0.0,0.0,2.415364583333333,1.695567175571477,0.0,0.0,0.24153645833333331,0.0,0.0,0.0,3589.328260869566,363.3477288876272,0.0,0.0,241.5434782608696,334.42083007477527,0.0,24.154347826086955,886.7889756944444,132.66879258948137,2330.7735243055554,686.0788879982024,815.555027173913,190.72396282798968,0.0,0.0,81.5555027173913,0.0,60
5,0,1,1,4000,ondemand,8,15000,exactly_once,65.56,5.1,16.89,0.48,726.4243055555555,2.797086012572273,0.0,0.0,1.8993055555555556,0.6296541515612137,0.0,0.0,0.18993055555555552,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.69845452069717,72.23313466364306,1453.1371527777778,23.18818366136687,440.1772875816994,170.05916142926625,0.0,0.0,44.01772875816994,0.0,60
6,0,1,1,4000,ondemand,12,15000,exactly_once,62.29,5.84,16.27,0.71,726.9821180555555,3.300471522534025,0.0,0.0,1.7118055555555556,0.5311817833518625,0.0,0.0,0.1711805555555555,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.2073302469136,61.37286296374027,969.2469907407407,14.771979135975782,273.5522875816993,137.6520442913691,0.0,0.0,27.355228758169932,0.0,60
7,0,1,1,4000,ondemand,16,15000,exactly_once,60.68,6.78,16.0,0.8,727.4644097222222,12.279845430259403,0.0,0.0,1.3020833333333335,0.4389290016358165,0.0,0.0,0.1302083333333333,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.10677083333331,53.454304589034706,727.3351273148148,12.129957430609648,210.66625816993465,109.80020692757242,0.0,0.0,21.066625816993465,0.0,60
8,0,1,1,6000,ondemand,4,15000,exactly_once,67.0,5.82,17.08,0.14,599.6162760416667,185.36149781500637,0.0,0.0,2.8268229166666665,1.7693791870649793,0.0,0.0,0.28268229166666664,0.0,0.0,0.0,3500.747101449276,408.3493400634385,0.0,0.0,947.5,68.08969468090696,0.0,94.75,865.3920600620569,119.36378754131768,2284.9579436317968,611.7836651449969,834.7798913043479,229.47773527833937,0.0,0.0,83.47798913043479,0.0,60
9,0,1,1,6000,ondemand,8,15000,exactly_once,75.83,3.47,17.2,0.09,1162.697974537037,163.69596995557674,0.0,0.0,2.8055555555555554,1.577283280851756,0.0,0.0,0.2805555555555555,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.7670343137254,85.6935750816065,2180.3230664488015,40.287509382859504,669.2961601307189,201.72038286069386,0.0,0.0,66.9296160130719,0.0,60
