,i,itr,dvfs,rate,policy,nwindows,pkg_watts_avg,pkg_watts_std,ram_watts_avg,ram_watts_std,SinknumRecordsInPerSecond_avg,SinknumRecordsInPerSecond_std,SinknumRecordsOutPerSecond_avg,SinknumRecordsOutPerSecond_std,SinkbusyTimeMsPerSecond_avg,SinkbusyTimeMsPerSecond_std,SinkbackPressuredTimeMsPerSecond_avg,SinkbackPressuredTimeMsPerSecond_std,SinkbusyTime_%,SinkbackPressuredTime_%,SourcenumRecordsInPerSecond_avg,SourcenumRecordsInPerSecond_std,SourcenumRecordsOutPerSecond_avg,SourcenumRecordsOutPerSecond_std,SourcebusyTimeMsPerSecond_avg,SourcebusyTimeMsPerSecond_std,SourcebackPressuredTimeMsPerSecond_avg,SourcebackPressuredTimeMsPerSecond_std,SourcebusyTime_%,SourcebackPressuredTime_%,WindownumRecordsInPerSecond_avg,WindownumRecordsInPerSecond_std,WindownumRecordsOutPerSecond_avg,WindownumRecordsOutPerSecond_std,WindowbusyTimeMsPerSecond_avg,WindowbusyTimeMsPerSecond_std,WindowbackPressuredTimeMsPerSecond_avg,WindowbackPressuredTimeMsPerSecond_std,WindowbusyTime_%,WindowbackPressuredTime_%,Windowlength
0,0,1,1,1000,ondemand,4,36.85,5.02,14.29,0.83,171.58350694444445,169.28866908864615,0.0,0.0,1.5347222222222223,1.4359552431169913,0.0,0.0,0.15347222222222218,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.58499455337693,35.20277197593547,442.61990740740737,165.83937371696996,255.94035947712416,144.07417587996468,0.0,0.0,25.59403594771242,0.0,60
1,0,1,1,1000,ondemand,8,35.0,4.91,13.94,0.85,103.26261574074074,24.13608948892425,0.0,0.0,1.3194444444444444,0.5031696437863192,0.0,0.0,0.13194444444444442,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.49873366013072,27.69445074986421,207.15723039215686,47.88252051213629,114.72099673202615,65.49130863069816,0.0,0.0,11.472099673202615,0.0,60
2,0,1,1,1000,ondemand,16,33.4,5.69,13.87,0.98,102.99756944444445,24.576112189834884,0.0,0.0,0.6493055555555556,0.4922537533577547,0.0,0.0,0.06493055555555552,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.60393518518518,19.41175127275251,103.30538194444445,24.084634845211685,55.53186274509804,46.31754612793985,0.0,0.0,5.553186274509804,0.0,60
3,0,1,1,2000,ondemand,4,53.9,6.86,16.06,0.83,338.24560185185186,39.02381493681895,0.0,0.0,1.1597222222222223,0.4037639279538889,0.0,0.0,0.1159722222222222,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.7826388888888,69.72140520667081,1350.7442129629628,158.77518715748127,466.7671568627451,214.20911779079393,0.0,0.0,46.67671568627452,0.0,60
4,0,1,1,2000,ondemand,8,46.37,7.69,15.06,1.1,336.8273726851852,38.14286940149792,0.0,0.0,1.534722222222222,0.7842255823173707,0.0,0.0,0.15347222222222218,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.82546296296294,44.63709801624066,673.6773148148148,76.40850682962083,216.5686274509804,115.75333523860398,0.0,0.0,21.65686274509804,0.0,60
5,0,1,1,2000,ondemand,16,42.86,7.96,14.76,1.19,338.7036458333333,37.714488414792655,0.0,0.0,0.9618055555555556,0.23670417199968044,0.0,0.0,0.09618055555555553,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.07256944444444,31.219724434552425,338.7036458333333,37.714488414792655,103.05596405228758,73.95114209458711,0.0,0.0,10.305596405228759,0.0,60
6,0,1,1,3000,ondemand,4,63.95,4.14,16.66,0.26,475.6596571180555,170.43993426535457,0.0,0.0,1.8580729166666665,0.9381807765321505,0.0,0.0,0.18580729166666662,0.0,0.0,0.0,2876.580434782609,274.8125608752024,0.0,0.0,56.41304347826087,189.41242970174852,0.0,5.641304347826086,708.7772994237589,120.39642420624533,1820.3692708333333,585.3012572749728,687.9846014492754,213.25210317087945,0.0,0.0,68.79846014492755,0.0,60
7,0,1,1,3000,ondemand,8,57.26,6.51,16.15,0.82,538.5513310185185,10.324293459975099,0.0,0.0,1.2326388888888888,0.44936341302742494,0.0,0.0,0.12326388888888887,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.728587962963,61.13880883084761,1075.171875,24.294469078046532,310.98080065359477,126.52263803617572,0.0,0.0,31.098080065359476,0.0,60
8,0,1,1,3000,ondemand,16,53.69,7.38,15.59,1.0,624.221701388889,158.03402974440533,0.0,0.0,1.8680555555555556,1.5587805999620041,0.0,0.0,0.1868055555555555,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.875,40.41860491515315,626.3336226851852,161.43197380464616,194.80555555555554,109.84509075900304,0.0,0.0,19.480555555555554,0.0,60
9,0,1,1,4000,ondemand,4,67.23,4.08,16.79,0.12,711.1237847222222,37.27137476694218,0.0,0.0,1.7743055555555556,0.642602690394617,0.0,0.0,0.1774305555555555,0.0,0.0,0.0,3879.337254901961,142.0277208201037,0.0,0.0,108.23529411764706,199.98162545351795,0.0,10.823529411764705,976.5159722222222,114.2827211435665,2844.022916666667,171.28592388772037,820.5539215686274,149.6901290715012,0.0,0.0,82.05539215686274,0.0,60
10,0,1,1,4000,ondemand,8,64.72,5.03,16.59,0.47,726.7688078703704,3.9701280206367477,0.0,0.0,1.8159722222222223,0.7987909627020533,0.0,0.0,0.1815972222222222,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.2923611111111,73.87737339658516,1454.4512731481482,24.1255896089083,454.468137254902,161.47623068672604,0.0,0.0,45.4468137254902,0.0,60
11,0,1,1,4000,ondemand,16,60.23,6.75,16.15,0.82,820.5515046296297,178.21849920176663,0.0,0.0,2.0520833333333335,1.6990629768841674,0.0,0.0,0.20520833333333333,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.3490162037037,54.552329228299975,821.612326388889,180.26112537285746,249.1656454248366,134.63912988245542,0.0,0.0,24.91656454248366,0.0,60
